12/30/22, 12:02 AM | Purchase Item | $1.50 | $21.50
12/30/22, 12:02 AM | Purchase Item | $0.95 | $20.55
12/30/22, 12:02 AM | Purchase Item | $3.65 | $16.90
12/30/22, 12:05 AM | Purchase Item | $1.50 | $10.50
12/30/22, 12:05 AM | Purchase Item | $3.65 | $6.85
12/30/22, 12:05 AM | Purchase Item | $0.75 | $6.10
12/30/22, 12:08 AM | Feed Money | $12 | $12
12/30/22, 12:08 AM | Purchase Item | $1.50 | $10.50
12/30/22, 12:08 AM | Purchase Item | $1.50 | $9.00
12/30/22, 12:08 AM | Return Change | $9.00 | $0.00
12/30/22, 12:09 AM | Feed Money    | $12 | $12
12/30/22, 12:09 AM | Purchase Item | $1.50 | $10.50
12/30/22, 12:09 AM | Return Change | $10.50 | $0.00
12/30/22, 12:22 AM | Feed Money    | $2 | $2
12/30/22, 12:22 AM | Purchase Item | $0.75 | $1.25
12/30/22, 12:22 AM | Return Change | $1.25 | $0.00
12/30/22, 12:36 AM | Feed Money    | $12 | $12
12/30/22, 12:36 AM | Purchase Item | $1.50 | $10.50
12/30/22, 12:36 AM | Purchase Item | $1.50 | $9.00
12/30/22, 12:36 AM | Purchase Item | $0.95 | $8.05
12/30/22, 12:36 AM | Purchase Item | $0.75 | $7.30
12/30/22, 12:36 AM | Purchase Item | $1.50 | $5.80
12/30/22, 12:36 AM | Purchase Item | $3.65 | $2.15
12/30/22, 12:36 AM | Return Change | $2.15 | $0.00
12/30/22, 12:38 AM | Feed Money    | $12 | $12
12/30/22, 12:38 AM | Purchase Item | $1.50 | $10.50
12/30/22, 12:38 AM | Purchase Item | $1.50 | $9.00
12/30/22, 12:38 AM | Purchase Item | $1.50 | $7.50
12/30/22, 12:38 AM | Purchase Item | $1.50 | $6.00
12/30/22, 12:38 AM | Purchase Item | $1.50 | $4.50
12/30/22, 12:38 AM | Purchase Item | $1.50 | $3.00
12/30/22, 12:38 AM | Purchase Item | $1.50 | $1.50
12/30/22, 12:38 AM | Purchase Item | $1.50 | $0.00
12/30/22, 12:38 AM | Return Change | $0.00 | $0.00
12/30/22, 12:44 AM | Feed Money    | $12 | $12
12/30/22, 12:44 AM | Purchase Item | $1.50 | $10.50
12/30/22, 12:44 AM | Purchase Item | $1.50 | $9.00
12/30/22, 12:44 AM | Purchase Item | $1.50 | $7.50
12/30/22, 12:44 AM | Purchase Item | $1.50 | $6.00
12/30/22, 12:44 AM | Purchase Item | $1.50 | $4.50
12/30/22, 12:44 AM | Purchase Item | $0.75 | $3.75
12/30/22, 12:44 AM | Purchase Item | $0.75 | $3.00
12/30/22, 12:44 AM | Purchase Item | $0.75 | $2.25
12/30/22, 12:44 AM | Return Change | $2.25 | $0.00
12/30/22, 12:44 AM | Feed Money    | $12 | $12
12/30/22, 12:44 AM | Purchase Item | $1.50 | $10.50
12/30/22, 12:44 AM | Purchase Item | $1.50 | $9.00
12/30/22, 12:44 AM | Purchase Item | $1.50 | $7.50
12/30/22, 12:44 AM | Purchase Item | $1.50 | $6.00
12/30/22, 12:44 AM | Purchase Item | $1.50 | $4.50
12/30/22, 12:44 AM | Purchase Item | $0.75 | $3.75
12/30/22, 12:44 AM | Purchase Item | $0.75 | $3.00
12/30/22, 12:44 AM | Purchase Item | $0.75 | $2.25
12/30/22, 12:44 AM | Return Change | $2.25 | $0.00
